"question_number","question","option","is_correct","image_link"
186,"Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?","9. November","No",
187,"Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?","Preußen","No",
187,"Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?","Bundesrepublik Deutschland","No",
187,"Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?","DDR","Yes",
187,"Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?","„Drittes Reich“","No",
188,"In welchem Jahr wurde die Mauer in Berlin gebaut?",1953,"No",
188,"In welchem Jahr wurde die Mauer in Berlin gebaut?",1956,"No",
188,"In welchem Jahr wurde die Mauer in Berlin gebaut?",1959,"No",
188,"In welchem Jahr wurde die Mauer in Berlin gebaut?",1961,"Yes",
189,"Wann baute die DDR die Mauer in Berlin?",1919,"No",
189,"Wann baute die DDR die Mauer in Berlin?",1933,"No",
189,"Wann baute die DDR die Mauer in Berlin?",1961,"Yes",
189,"Wann baute die DDR die Mauer in Berlin?",1990,"No",
190,"Was bedeutet die Abkürzung DDR?","Dritter Deutscher Rundfunk","No",
190,"Was bedeutet die Abkürzung DDR?","Die Deutsche Republik","No",
190,"Was bedeutet die Abkürzung DDR?","Dritte Deutsche Republik","No",
190,"Was bedeutet die Abkürzung DDR?","Deutsche Demokratische Republik","Yes",
191,"Wann wurde die Mauer in Berlin für alle geöffnet?",1987,"No",
191,"Wann wurde die Mauer in Berlin für alle geöffnet?",1989,"Yes",
191,"Wann wurde die Mauer in Berlin für alle geöffnet?",1992,"No",
191,"Wann wurde die Mauer in Berlin für alle geöffnet?",1995,"No",
192,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Brandenburg","Yes",
192,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Bayern","No",
192,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Saarland","No",
192,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Hessen","No",
193,"Von 1961 bis 1989 war Berlin …","ohne Bürgermeister.","No",
193,"Von 1961 bis 1989 war Berlin …","ein eigener Staat.","No",
193,"Von 1961 bis 1989 war Berlin …","durch eine Mauer geteilt.","Yes",
193,"Von 1961 bis 1989 war Berlin …","nur mit dem Flugzeug erreichbar.","No",
194,"Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …","Einheit.","Yes",
194,"Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …","Nation.","No",
194,"Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …","Bundesländer.","No",
194,"Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …","Städte.","No",
195,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Hessen","No",
195,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Sachsen-Anhalt","Yes",
195,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Nordrhein-Westfalen","No",
195,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Saarland","No",
196,"Warum nennt man die Zeit im Herbst 1989 in der DDR „Die Wende“? In dieser Zeit veränderte sich die DDR politisch …","von einer Diktatur zur Demokratie.","Yes",
196,"Warum nennt man die Zeit im Herbst 1989 in der DDR „Die Wende“? In dieser Zeit veränderte sich die DDR politisch …","von einer liberalen Marktwirtschaft zum Sozialismus.","No",
196,"Warum nennt man die Zeit im Herbst 1989 in der DDR „Die Wende“? In dieser Zeit veränderte sich die DDR politisch …","von einer Monarchie zur Sozialdemokratie.","No",
196,"Warum nennt man die Zeit im Herbst 1989 in der DDR „Die Wende“? In dieser Zeit veränderte sich die DDR politisch …","von einem religiösen Staat zu einem kommunistischen Staat.","No",
197,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Thüringen","Yes",
197,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Hessen","No",
197,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Bayern","No",
197,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Bremen","No",
198,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Bayern","No",
198,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Niedersachsen","No",
198,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Sachsen","Yes",
198,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Baden-Württemberg","No",
199,"Mit der Abkürzung „Stasi“ meinte man in der DDR …","das Parlament.","No",
199,"Mit der Abkürzung „Stasi“ meinte man in der DDR …","das Ministerium für Staatssicherheit.","Yes",
199,"Mit der Abkürzung „Stasi“ meinte man in der DDR …","eine regierende Partei.","No",
199,"Mit der Abkürzung „Stasi“ meinte man in der DDR …","das Ministerium für Volksbildung.","No",
200,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Hessen","No",
200,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Schleswig-Holstein","No",
200,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Mecklenburg-Vorpommern","Yes",
200,"Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?","Saarland","No",
201,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?","Niedersachsen, Nordrhein-Westfalen, Hessen, Schleswig-Holstein, Brandenburg","No",
201,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?","Mecklenburg-Vorpommern, Brandenburg, Sachsen, Sachsen-Anhalt, Thüringen","Yes",
201,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?","Bayern, Baden-Württemberg, Rheinland-Pfalz, Thüringen, Sachsen","No",
201,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?","Sachsen, Thüringen, Hessen, Niedersachsen, Brandenburg","No",
202,"Zu wem gehörte die DDR im „Kalten Krieg“?","zu den Westmächten","No",
202,"Zu wem gehörte die DDR im „Kalten Krieg“?","zum Warschauer Pakt","Yes",
202,"Zu wem gehörte die DDR im „Kalten Krieg“?","zur NATO","No",
202,"Zu wem gehörte die DDR im „Kalten Krieg“?","zu den blockfreien Staaten","No",
203,"Wie hieß das Wirtschaftssystem der DDR?","Marktwirtschaft","No",
203,"Wie hieß das Wirtschaftssystem der DDR?","Planwirtschaft","Yes",
203,"Wie hieß das Wirtschaftssystem der DDR?","Angebot und Nachfrage","No",
203,"Wie hieß das Wirtschaftssystem der DDR?","Kapitalismus","No",
204,"Wie wurden die Bundesrepublik Deutschland und die DDR zu einem Staat?","Die Bundesrepublik Deutschland hat die DDR besetzt.","No",
204,"Wie wurden die Bundesrepublik Deutschland und die DDR zu einem Staat?","Die heutigen fünf östlichen Bundesländer sind der Bundesrepublik Deutschland beigetreten.","Yes",
204,"Wie wurden die Bundesrepublik Deutschland und die DDR zu einem Staat?","Die westlichen Bundesländer sind der DDR beigetreten.","No",
204,"Wie wurden die Bundesrepublik Deutschland und die DDR zu einem Staat?","Die DDR hat die Bundesrepublik Deutschland besetzt.","No",
205,"Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …","zur Europäischen Union.","Yes",
205,"Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …","zum Warschauer Pakt.","No",
205,"Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch … zur OPEC.","No",,
205,"Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch … zur Europäischen Verteidigungsgemeinschaft.","No",,
206,"Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?","an berühmte deutsche Politikerinnen und Politiker","No",
206,"Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?","an die Opfer des Nationalsozialismus","Yes",
206,"Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?","an Verkehrstote","No",
206,"Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?","an bekannte jüdische Musiker","No",
207,"In welchem Militärbündnis war die DDR Mitglied?","in der NATO","No",
207,"In welchem Militärbündnis war die DDR Mitglied?","im Rheinbund","No",
207,"In welchem Militärbündnis war die DDR Mitglied?","im Warschauer Pakt","Yes",
207,"In welchem Militärbündnis war die DDR Mitglied?","im Europabündnis","No",
208,"Was war die „Stasi“?","der Geheimdienst im „Dritten Reich“","No",
208,"Was war die „Stasi“?","eine berühmte deutsche Gedenkstätte","No",
208,"Was war die „Stasi“?","der Geheimdienst der DDR","Yes",
208,"Was war die „Stasi“?","ein deutscher Sportverein während des Zweiten Weltkrieges","No",
209,"Welches war das Wappen der Deutschen Demokratischen Republik?",1,"No",
209,"Welches war das Wappen der Deutschen Demokratischen Republik?",2,"No",
209,"Welches war das Wappen der Deutschen Demokratischen Republik?",3,"No",
209,"Welches war das Wappen der Deutschen Demokratischen Republik?",4,"Yes",
210,"Was ereignete sich am 17. Juni 1953 in der DDR?","der feierliche Beitritt zum Warschauer Pakt","No",
210,"Was ereignete sich am 17. Juni 1953 in der DDR?","landesweite Streiks und ein Volksaufstand","Yes",
210,"Was ereignete sich am 17. Juni 1953 in der DDR?","der 1. SED-Parteitag","No",
210,"Was ereignete sich am 17. Juni 1953 in der DDR?","der erste Besuch Fidel Castros","No",
211,"Welcher Politiker steht für die „Ostverträge“?","Helmut Kohl","No",
211,"Welcher Politiker steht für die „Ostverträge“?","Willy Brandt","Yes",
211,"Welcher Politiker steht für die „Ostverträge“?","Michail Gorbatschow","No",
211,"Welcher Politiker steht für die „Ostverträge“?","Ludwig Erhard","No",
212,"Wie heißt Deutschland mit vollem Namen?","Bundesstaat Deutschland","No",
212,"Wie heißt Deutschland mit vollem Namen?","Bundesländer Deutschland","No",
212,"Wie heißt Deutschland mit vollem Namen?","Bundesrepublik Deutschland","Yes",
212,"Wie heißt Deutschland mit vollem Namen?","Bundesbezirk Deutschland","No",
213,"Wie viele Einwohner hat Deutschland?","70 Millionen","No",
213,"Wie viele Einwohner hat Deutschland?","78 Millionen","No",
213,"Wie viele Einwohner hat Deutschland?","84 Millionen","Yes",
213,"Wie viele Einwohner hat Deutschland?","90 Millionen","No",
214,"Welche Farben hat die deutsche Flagge?","schwarz-rot-gold","Yes",
214,"Welche Farben hat die deutsche Flagge?","rot-weiß-schwarz","No",
214,"Welche Farben hat die deutsche Flagge?","schwarz-rot-grün","No",
214,"Welche Farben hat die deutsche Flagge?","schwarz-gelb-rot","No",
215,"Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?","Gerhard Schröder","No",
215,"Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?","Helmut Kohl","Yes",
215,"Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?","Konrad Adenauer","No",
215,"Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?","Helmut Schmidt","No",
216,"Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?","die Fahne der Stadt Berlin.","No",
216,"Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?","der Bundesadler.","Yes",
216,"Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?","der Reichsadler.","No",
216,"Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?","die Reichskrone.","No",
217,"In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?","1919 bis 1927","No",
217,"In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?","1933 bis 1945","No",
217,"In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?","1949 bis 1990","Yes",
217,"In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?","1945 bis 1961","No",
218,"Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?",4,"No",
218,"Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?",5,"Yes",
218,"Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?",6,"No",
218,"Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?",7,"No",
219,"Die Bundesrepublik Deutschland hat die Grenzen von heute seit …",1933,"No",
219,"Die Bundesrepublik Deutschland hat die Grenzen von heute seit …",1949,"No",
219,"Die Bundesrepublik Deutschland hat die Grenzen von heute seit …",1971,"No",
219,"Die Bundesrepublik Deutschland hat die Grenzen von heute seit …",1990,"Yes",
220,"Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?","an das Ende des Zweiten Weltkrieges","No",
220,"Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?","an die Verabschiedung des Grundgesetzes","No",
220,"Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?","an die Wiedervereinigung Deutschlands","No",
220,"Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?","an die Opfer des Nationalsozialismus (Tag der Befreiung des Vernichtungslagers Auschwitz)","Yes",
221,"Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?","Deutsche können in viele Länder Europas ohne Passkontrolle reisen.","Yes",
221,"Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?","Alle Menschen können ohne Personenkontrolle in Deutschland einreisen.","No",
221,"Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?","Deutsche können ohne Passkontrolle in jedes Land reisen.","No",
221,"Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?","Deutsche können in jedem Land mit dem Euro bezahlen.","No",
222,"Welches Land ist ein Nachbarland von Deutschland?","Ungarn","No",
222,"Welches Land ist ein Nachbarland von Deutschland?","Portugal","No",
222,"Welches Land ist ein Nachbarland von Deutschland?","Spanien","No",
222,"Welches Land ist ein Nachbarland von Deutschland?","Schweiz","Yes",
223,"Welches Land ist ein Nachbarland von Deutschland?","Rumänien","No",
223,"Welches Land ist ein Nachbarland von Deutschland?","Bulgarien","No",
223,"Welches Land ist ein Nachbarland von Deutschland?","Polen","Yes",
223,"Welches Land ist ein Nachbarland von Deutschland?","Griechenland","No",
224,"Was bedeutet die Abkürzung EU?","Europäische Unternehmen","No",
224,"Was bedeutet die Abkürzung EU?","Europäische Union","Yes",
224,"Was bedeutet die Abkürzung EU?","E Einheitliche Union","No",
224,"Was bedeutet die Abkürzung EU?","Euro Union","No",
225,"In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?","Tschechien","No",
225,"In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?","Norwegen","No",
225,"In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?","Spanien","No",
225,"In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?","Österreich","Yes",
226,"Welche ist die Flagge der Europäischen Union?","gestreift","No",
226,"Welche ist die Flagge der Europäischen Union?","blau mit kreisförmig angeordneten Sternen","Yes",
226,"Welche ist die Flagge der Europäischen Union?","heller Hintergrund, Weltkarte, umrandet von Olivenzweigen","No",
226,"Welche ist die Flagge der Europäischen Union?",4,"No",
227,"Welches Land ist ein Nachbarland von Deutschland?","Finnland","No",
227,"Welches Land ist ein Nachbarland von Deutschland?","Dänemark","Yes",
227,"Welches Land ist ein Nachbarland von Deutschland?","Norwegen","No",
227,"Welches Land ist ein Nachbarland von Deutschland?","Schweden","No",
228,"Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?","NATO-Osterweiterung","No",
228,"Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?","EU-Osterweiterung","No",
228,"Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?","Europäische Gemeinschaft","No",
228,"Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?","Deutsche Wiedervereinigung","Yes",
229,"Welches Land ist ein Nachbarland von Deutschland?","Spanien","No",
229,"Welches Land ist ein Nachbarland von Deutschland?","Bulgarien","No",
229,"Welches Land ist ein Nachbarland von Deutschland?","Norwegen","No",
229,"Welches Land ist ein Nachbarland von Deutschland?","Luxemburg","Yes",
230,"Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","5 Jahre.","Yes",
230,"Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","6 Jahre.","No",
230,"Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","7 Jahre.","No",
230,"Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","8 Jahre.","No",
231,"Was bedeutet der Begriff „europäische Integration“?","Damit sind amerikanische Einwanderer in Europa gemeint.","No",
231,"Was bedeutet der Begriff „europäische Integration“?","Der Begriff meint den Einwanderungsstopp nach Europa.","No",
231,"Was bedeutet der Begriff „europäische Integration“?","Damit sind europäische Auswanderer in den USA gemeint.","No",
231,"Was bedeutet der Begriff „europäische Integration“?","Der Begriff meint den Zusammenschluss europäischer Staaten zur EU.","Yes",
232,"Wer wird bei der Europawahl gewählt?","die Europäische Kommission","No",
232,"Wer wird bei der Europawahl gewählt?","die Länder, die in die EU eintreten dürfen","No",
232,"Wer wird bei der Europawahl gewählt?","die europäische Verfassung","No",
232,"Wer wird bei der Europawahl gewählt?","die Abgeordneten des Europäischen Parlaments","Yes",
233,"Welches Land ist ein Nachbarland von Deutschland?","Tschechien","Yes",
233,"Welches Land ist ein Nachbarland von Deutschland?","Bulgarien","No",
233,"Welches Land ist ein Nachbarland von Deutschland?","Griechenland","No",
233,"Welches Land ist ein Nachbarland von Deutschland?","Portugal","No",
234,"Wo ist der Sitz des Europäischen Parlaments?","London","No",
234,"Wo ist der Sitz des Europäischen Parlaments?","Paris","No",
234,"Wo ist der Sitz des Europäischen Parlaments?","Berlin","No",
234,"Wo ist der Sitz des Europäischen Parlaments?","Straßburg","Yes",
235,"Der französische Staatspräsident François Mitterrand und der deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?","Freundschaft zwischen England und Deutschland","No",
235,"Der französische Staatspräsident François Mitterrand und der deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?","Reisefreiheit in alle Länder der EU","No",
235,"Der französische Staatspräsident François Mitterrand und der deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?","Frieden und Sicherheit in den Ländern der EU","Yes",
235,"Der französische Staatspräsident François Mitterrand und der deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?","einheitliche Feiertage in den Ländern der EU","No",
236,"Wie viele Mitgliedstaaten hat die EU heute?",21,"No",
236,"Wie viele Mitgliedstaaten hat die EU heute?",23,"No",
236,"Wie viele Mitgliedstaaten hat die EU heute?",25,"No",
236,"Wie viele Mitgliedstaaten hat die EU heute?",27,"Yes",
237,"2007 wurde das 50-jährige Jubiläum der „Römischen Verträge“ gefeiert. Was war der Inhalt der Verträge?","Beitritt Deutschlands zur NATO","No",
237,"2007 wurde das 50-jährige Jubiläum der „Römischen Verträge“ gefeiert. Was war der Inhalt der Verträge?","Gründung der Europäischen Wirtschaftsgemeinschaft (EWG)","Yes",
237,"2007 wurde das 50-jährige Jubiläum der „Römischen Verträge“ gefeiert. Was war der Inhalt der Verträge?","Verpflichtung Deutschlands zu Reparationsleistungen","No",
237,"2007 wurde das 50-jährige Jubiläum der „Römischen Verträge“ gefeiert. Was war der Inhalt der Verträge?","Festlegung der Oder-Neiße-Linie als Ostgrenze","No",
238,"An welchen Orten arbeitet das Europäische Parlament?","Paris, London und Den Haag","No",
238,"An welchen Orten arbeitet das Europäische Parlament?","Straßburg, Luxemburg und Brüssel","Yes",
238,"An welchen Orten arbeitet das Europäische Parlament?","Rom, Bern und Wien","No",
238,"An welchen Orten arbeitet das Europäische Parlament?","Bonn, Zürich und Mailand","No",
239,"Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?","durch die „Hamburger Verträge“","No",
239,"Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?","durch die „Römischen Verträge“","Yes",
239,"Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?","durch die „Pariser Verträge“","No",
239,"Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?","durch die „Londoner Verträge“","No",
240,"Seit wann bezahlt man in Deutschland mit dem Euro in bar?",1995,"No",
240,"Seit wann bezahlt man in Deutschland mit dem Euro in bar?",1998,"No",
240,"Seit wann bezahlt man in Deutschland mit dem Euro in bar?",2002,"Yes",
240,"Seit wann bezahlt man in Deutschland mit dem Euro in bar?",2005,"No",
241,"Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","Sie muss an ihre Krankenkasse schreiben.","No",
241,"Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","Sie muss nichts tun, denn sie bekommt automatisch Elterngeld.","No",
241,"Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","Sie muss einen Antrag bei der Elterngeldstelle stellen.","Yes",
241,"Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","Sie muss das Arbeitsamt um Erlaubnis bitten.","No",
242,"Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","der Staat","No",
242,"Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","die Bundesländer","No",
242,"Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","die Eltern / die Erziehungsberechtigten","Yes",
242,"Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","die Schulen","No",
243,"Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?","Sie müssen nichts tun. Man darf in Deutschland jederzeit überall demonstrieren.","No",
243,"Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?","Sie müssen die Demonstration anmelden.","Yes",
243,"Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?","Sie können gar nichts tun, denn Demonstrationen sind in Deutschland grundsätzlich verboten.","No",
243,"Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?","Maik und Sybille müssen einen neuen Verein gründen, weil nur Vereine demonstrieren dürfen.","No",
244,"Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","das Abitur","Yes",
244,"Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","ein Diplom","No",
244,"Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","die Prokura","No",
244,"Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","eine Gesellenprüfung","No",
245,"Wer darf in Deutschland nicht als Paar zusammenleben?","Hans (20 Jahre) und Marie (19 Jahre)","No",
245,"Wer darf in Deutschland nicht als Paar zusammenleben?","Tom (20 Jahre) und Klaus (45 Jahre)","No",
245,"Wer darf in Deutschland nicht als Paar zusammenleben?","Sofie (35 Jahre) und Lisa (40 Jahre)","No",
245,"Wer darf in Deutschland nicht als Paar zusammenleben?","Anne (13 Jahre) und Tim (25 Jahre)","Yes",
246,"Ab welchem Alter ist man in Deutschland volljährig?",16,"No",
246,"Ab welchem Alter ist man in Deutschland volljährig?",18,"Yes",
246,"Ab welchem Alter ist man in Deutschland volljährig?",19,"No",
246,"Ab welchem Alter ist man in Deutschland volljährig?",21,"No",
247,"Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?","Elternzeit","No",
247,"Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?","Geburtsvorbereitung","No",
247,"Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?","Mutterschutz","Yes",
247,"Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?","Wochenbett","No",
248,"Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …","des Staates","No",
248,"Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …","der Eltern","Yes",
248,"Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …","der Großeltern","No",
248,"Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …","der Schulen","No",
249,"Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?","der Staat","No",
249,"Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?","die Eltern","Yes",
249,"Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?","die Verwandten","No",
249,"Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?","die Schulen","No",
250,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","katholisch ist.","No",
250,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","gut ausgebildet ist.","Yes",
250,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","eine Frau ist.","No",
250,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","Mitglied einer Partei ist.","No",
251,"Wann in Deutschland ein Kind schlägt, …","geht das niemanden etwas an.","No",
251,"Wann in Deutschland ein Kind schlägt, …","geht das nur die Familie etwas an.","No",
251,"Wann in Deutschland ein Kind schlägt, …","kann man dafür nicht bestraft werden.","No",
251,"Wann in Deutschland ein Kind schlägt, …","kann man dafür bestraft werden.","Yes",
252,"In Deutschland …","darf man zur gleichen Zeit nur mit einem Partner / einer Partnerin verheiratet sein.","Yes",
252,"In Deutschland …","kann man mehrere Ehepartner / Ehepartnerinnen gleichzeitig haben.","No",
252,"In Deutschland …","darf man nicht wieder heiraten, wenn man einmal verheiratet war.","No",
252,"In Deutschland …","darf eine Frau nicht wieder heiraten, wenn ihr Mann gestorben ist.","No",
253,"Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","beim Einwohnermeldeamt","Yes",
253,"Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","beim Standesamt","No",
253,"Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","beim Ordnungsamt","No",
253,"Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","beim Gewerbeamt","No",
254,"In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das „Trennungsjahr“ einhalten. Was bedeutet das?","Der Scheidungsprozess dauert ein Jahr.","No",
